Name	trailheadapp__API_Name__c	trailheadapp__Created_At__c	trailheadapp__Description__c	trailheadapp__External_Id__c	trailheadapp__Icon__c	trailheadapp__Level__c	trailheadapp__Namespace__c	trailheadapp__Products__c	trailheadapp__Roles__c	trailheadapp__Tags__c	trailheadapp__Type__c	trailheadapp__URL__c
Platform Developer I Certification Maintenance (Winter '19)	platform-developer-i-certification-maintenance-winter-19	2019-05-25T00:00:00.000Z	Review updates to Salesforce to maintain your Platform Developer I certification.	m-12570	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/platform-developer-i-certification-maintenance-winter-19/6977f30719ea5c4f67b4a755acfd4382_badge.png	Intermediate	learn	Salesforce Platform, Lightning	Developer	Apex, Visualforce	Module	https://developer.salesforce.com/trailhead/module/platform-developer-i-certification-maintenance-winter-19/
Org Development Model	org-development-model	2019-05-06T00:00:00.000Z	Manage change with Salesforce DX tools and source control.	m-11324	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/org-development-model/d7d8bfb7bf7753383b8de6cdff91ba4f_badge.png	Intermediate	learn	Salesforce Platform	Developer	App Lifecycle	Module	https://developer.salesforce.com/trailhead/module/org-development-model/
Hiring Military Spouses	military-spouses	2019-02-05T00:00:00.000Z	Discover the benefits of hiring military spouses for a diverse and resilient workforce.	m-7858	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/military-spouses/89290db3eb6ebda88fc1898be79856fa_badge.png	Beginner	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/military-spouses/
Pardot Lead Scoring and Grading for Salesforce Classic	pardot-lead-scoring-and-grading	2019-04-02T00:00:00.000Z	Use scoring and grading to identify the best leads for your sales team.	m-9488	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/pardot-lead-scoring-and-grading/976ee731dc843125bab42c833f1ce499_badge.png	Beginner	learn	Sales Cloud, Pardot	Business User	CRM	Module	https://developer.salesforce.com/trailhead/module/pardot-lead-scoring-and-grading/
Storytelling & Communication	manage_the_sfdc_storytelling	2019-02-05T00:00:00.000Z	See how stories make your meetings, presentations, and communications more compelling.	m-7861	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/manage_the_sfdc_storytelling/0c67cbb72a140e07a1fca430830fdbb9_badge.png	Beginner	learn	General	Business User, Admin, Developer	General	Module	https://developer.salesforce.com/trailhead/module/manage_the_sfdc_storytelling/
Competitor Tracking in Salesforce	competitor-tracking-in-salesforce	2019-05-25T00:00:00.000Z	Learn to build and deploy a sales process for gathering valuable competitive insights.	m-12479	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/competitor-tracking-in-salesforce/fe5c0302298208c4285cc6da2d172e83_badge.png	Beginner	learn	Sales Cloud	Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/competitor-tracking-in-salesforce/
Great Management	manage_the_sfdc_way_great_management	2019-02-05T00:00:00.000Z	Learn the five characteristics of management at Salesforce and start your manager journey.	m-7863	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/manage_the_sfdc_way_great_management/de557492e18be0529abf0a3ed9743f11_badge.png	Beginner	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/manage_the_sfdc_way_great_management/
Email Creation and Sending	email-creation-and-sending	2019-02-26T00:00:00.000Z	Learn the three steps to creating effective marketing emails.	m-8214	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/email-creation-and-sending/b182212b8c5ed7bb745667711cd85111_badge.png	Beginner	learn	Marketing Cloud	Business User	General	Module	https://developer.salesforce.com/trailhead/module/email-creation-and-sending/
Audience Segmentation	audience-segmentation	2019-02-26T00:00:00.000Z	Segment your audience and deliver the right message to the right person at the right time.	m-8216	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/audience-segmentation/20de24808563c9dbdead92e8d76ba2b8_badge.png	Beginner	learn	Marketing Cloud	Business User, Admin	General	Module	https://developer.salesforce.com/trailhead/module/audience-segmentation/
Alignment with Your Manager	alignment-with-your-manager	2019-02-05T00:00:00.000Z	Learn how to align with your manager and why it's important for you and your team.	m-7866	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/alignment-with-your-manager/8a3fe52f17b16493678b03a6cc8e8e09_badge.png	Beginner	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/alignment-with-your-manager/
Digital Transformation	digital-transformation	2019-04-02T00:00:00.000Z	Explore trends causing companies to transform their products and customer relationships.	m-9509	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/digital-transformation/0c7aaeecfa33d54dacf7467d37789b1b_badge.png	Beginner	learn	Salesforce Success Cloud	Business User	General	Module	https://developer.salesforce.com/trailhead/module/digital-transformation/
UX Personas for Salesforce	ux-personas-for-salesforce	2019-02-05T00:00:00.000Z	Explore the Salesforce user research personas and learn how to use them at your business.	m-7868	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/ux-personas-for-salesforce/7017a2073c350de1841c65f6ffb89107_badge.png	Beginner	learn	General, Salesforce Platform	Business User, Admin, Developer	General	Module	https://developer.salesforce.com/trailhead/module/ux-personas-for-salesforce/
Channel Sales for Partners	channel-sales-for-partners	2019-03-26T00:00:00.000Z	Personalize the partner experience to boost channel sales.	m-9140	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/channel-sales-for-partners/0bb12068d802c5c366920ebf30b53f41_badge.png	Beginner	learn	Sales Cloud	Business User	CRM	Module	https://developer.salesforce.com/trailhead/module/channel-sales-for-partners/
Xcode Essentials	xcode-essentials	2019-02-26T00:00:00.000Z	Learn how to use the Xcode IDE and the iOS SDK to build your first app.	m-8127	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/xcode-essentials/deac17e1c3af54f10d497a7f3e7af6bf_badge.png	Beginner	learn	General	Developer	General	Module	https://developer.salesforce.com/trailhead/module/xcode-essentials/
Salesforce Essentials for Small Business	salesforce-essentials-small-business	2019-05-25T00:00:00.000Z	Learn how your business can benefit from this out-of-the-box CRM.	m-12579	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/salesforce-essentials-small-business/c23c0a89e0f6b1933830cb9aa4faf57f_badge.png	Beginner	learn	General	Business User	CRM	Module	https://developer.salesforce.com/trailhead/module/salesforce-essentials-small-business/
Marketing Cloud Basics	mrkt_cloud_basics	2019-05-25T00:00:00.000Z	Explore our powerful suite of products and start building your digital marketing strategy.	m-12555	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/mrkt_cloud_basics/bb76c1487a83ad8836d26c10f03ddfa4_badge.png	Beginner	learn	Marketing Cloud	Business User	General	Module	https://developer.salesforce.com/trailhead/module/mrkt_cloud_basics/
User Adoption Metrics	user-adoption-metrics	2019-02-26T00:00:00.000Z	Discover tools for tracking end user adoption of Salesforce.	m-8186	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/user-adoption-metrics/efab8a609ca8c0b3b24f6c15a032f37f_badge.png	Beginner	learn	Salesforce Success Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/user-adoption-metrics/
Content Builder Basics	content-builder-basics	2019-05-25T00:00:00.000Z	Configure and customize this powerful tool to implement a successful content strategy.	m-12483	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/content-builder-basics/1a07fcbc4207f94f3102bfbae3a357ad_badge.png	Beginner	learn	Marketing Cloud	Business User, Admin	General	Module	https://developer.salesforce.com/trailhead/module/content-builder-basics/
Social Studio Basics	social-basics	2019-05-25T00:00:00.000Z	Learn how to set up and administer your Marketing Cloud Social Studio account.	m-12594	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/social-basics/bce9a691250ac9c683137ad4887f5135_badge.png	Beginner	learn	Marketing Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/social-basics/
Distributed Marketing Features	distributed-marketing-features	2019-05-25T00:00:00.000Z	Learn to send branded, personalized messages to customers with Distributed Marketing.	m-12500	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/distributed-marketing-features/5f35668165337e32abfff5476f47f28f_badge.png	Beginner	learn	Service Cloud, Marketing Cloud, Community Cloud, Sales Cloud, Financial Services Cloud	Business User	CRM	Module	https://developer.salesforce.com/trailhead/module/distributed-marketing-features/
JavaScript Skills for Salesforce Developers	javascript-essentials-salesforce-developers	2019-05-25T00:00:00.000Z	Learn key JavaScript skills and how they apply to writing Lightning web components.	m-12531	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/javascript-essentials-salesforce-developers/d9c530171aa7a71581562717d4a79a91_badge.png	Intermediate	learn	Salesforce Platform, Lightning	Developer	Visualforce	Module	https://developer.salesforce.com/trailhead/module/javascript-essentials-salesforce-developers/
Distributed Marketing Administration	distributed-marketing-administration	2019-05-25T00:00:00.000Z	Discover the power of Distributed Marketing and how to implement it.	m-12499	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/distributed-marketing-administration/a0d7d4796ca30003cedb40603e3f3670_badge.png	Intermediate	learn	Service Cloud, Marketing Cloud, Community Cloud, Sales Cloud, Financial Services Cloud	Admin	Integration, CRM	Module	https://developer.salesforce.com/trailhead/module/distributed-marketing-administration/
Discounting Tools in Salesforce CPQ	discounting-tools-in-salesforce-cpq	2019-02-07T00:00:00.000Z	Automate discounts in CPQ based on volume or bundling.	m-7898	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/discounting-tools-in-salesforce-cpq/fcce17fa7e2781a6c85578c243b45855_badge.png	Beginner	learn	Sales Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/discounting-tools-in-salesforce-cpq/
Pricing Methods for Salesforce CPQ	pricing-methods-for-salesforce-cpq	2019-02-07T00:00:00.000Z	Quote prices with precision using Salesforce CPQ pricing tools.	m-7899	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/pricing-methods-for-salesforce-cpq/de113a00f1fd1e0d403ea41fb3fdf1f1_badge.png	Beginner	learn	Sales Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/pricing-methods-for-salesforce-cpq/
Modern JavaScript Development	modern-javascript-development	2019-02-07T00:00:00.000Z	Learn about JavaScript ES6 features and what you can do with them.	m-7900	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/modern-javascript-development/a153e42c6e9606a15f84be4389020b6d_badge.png	Intermediate	learn	General	Developer	General	Module	https://developer.salesforce.com/trailhead/module/modern-javascript-development/
Configurable Bundles in Salesforce CPQ	cpq-product-configuration	2019-02-08T00:00:00.000Z	Learn how to create bundles of products using Salesforce CPQ.	m-7911	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/cpq-product-configuration/7fb1019e2e9cbf8bd48245ca7769d66b_badge.png	Beginner	learn	Sales Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/cpq-product-configuration/
Lightning Flow for Service	service_lightning_flow_for_service	2019-02-13T00:00:00.000Z	Simplify onboarding and guide your agents to resolve cases quickly and consistently.	m-7956	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/service_lightning_flow_for_service/3b62b4b3ece7ca807225e78a23a6d5e6_badge.png	Intermediate	learn	Service Cloud, Lightning	Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/service_lightning_flow_for_service/
Service Cloud Platform: Quick Look	service-cloud-platform-quick-look	2019-05-25T00:00:00.000Z	Supercharge your agents with omni-channel tools and an intelligent service platform.	m-12585	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/service-cloud-platform-quick-look/db2713f3bec133c96429ddc96373ed09_badge.png	Beginner	learn	Service Cloud	Business User	CRM	Module	https://developer.salesforce.com/trailhead/module/service-cloud-platform-quick-look/
Trailhead Basics	trailhead_basics	2019-05-29T00:00:00.000Z	Get started with the fun way to learn.	m-12719	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/trailhead_basics/11592ff48bc3b35bcd9945e6bde11319_badge.png	Beginner	learn	General	Business User, Admin, Developer	General	Module	https://developer.salesforce.com/trailhead/module/trailhead_basics/
Quick Look: Lightning Experience	quicklook-lightning-experience	2018-05-07T00:00:00.000Z	Get a quick tour of key changes in the new Salesforce user experience.	p-2678	https://developer.salesforce.com/resource/images/trailhead/badges/projects/trailhead_project_quick_look_lightning_experience.png	Beginner	learn	Sales Cloud, Lightning	Business User, Admin	User Interface, Lightning	Project	https://developer.salesforce.com/trailhead/project/quicklook-lightning-experience/
Build Hybrid Apps with the Mobile SDK	mobile-sdk-hybrid-apps	2018-05-07T00:00:00.000Z	Explore different approaches to building hybrid apps with the Salesforce Mobile SDK.	p-2679	https://developer.salesforce.com/resource/images/trailhead/badges/projects/trailhead_project_mobile_sdk_hybrid.png	Advanced	learn	Salesforce Platform	Developer	Mobile	Project	https://developer.salesforce.com/trailhead/project/mobile-sdk-hybrid-apps/
Build a Branded Chat	build_branded_chat	2018-07-10T00:00:00.000Z	Add branded chats to your service channels with Live Agent. No code required.	p-4324	https://developer.salesforce.com/resource/images/trailhead/badges/projects/trailhead_project_build_a_branded_chat.png	Intermediate	learn	Service Cloud	Admin	CRM	Project	https://developer.salesforce.com/trailhead/project/build_branded_chat/
Build a Restaurant-Locator Lightning Component	workshop-lightning-restaurant-locator	2018-08-01T00:00:00.000Z	Build a Lightning Component with Yelp’s Search API that displays a list of businesses near a certain location.	p-4625	https://developer.salesforce.com/resource/images/trailhead/badges/projects/trailhead_project_lightning_components_yelp.png	Advanced	learn	Salesforce Platform	Developer	App Logic	Project	https://developer.salesforce.com/trailhead/project/workshop-lightning-restaurant-locator/
Build a Lightning App with the Lightning Design System	slds-lightning-components-workshop	2018-09-24T00:00:00.000Z	Design a Lightning Component that displays an Account list.	p-5330	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/projects/slds-lightning-components-workshop/6db8e004e27ba19cb58518cb69f4a40e_badge.png	Advanced	learn	General	Developer	Visualforce	Project	https://developer.salesforce.com/trailhead/project/slds-lightning-components-workshop/
Quick Start: Lightning Experience for Closers	quickstart-lightning-experience-sales	2019-05-25T00:00:00.000Z	Get hands-on practice with Lightning Experience to sell faster and smarter.	p-12619	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/projects/quickstart-lightning-experience-sales/fb4bc6fdb300ca89a8970af7313a2057_badge.png	Beginner	learn	Sales Cloud, Lightning	Business User, Admin	CRM	Project	https://developer.salesforce.com/trailhead/project/quickstart-lightning-experience-sales/
